label,text
Units,248 
Units,536 
State,VI Georgia Pennsylvania VT ND Mississippi DC Michigan MN Ohio Guam Hawaii WY MA New Jersey Connecticut CA 
City,Boulware Fort Dalmoor Millers Creek Windfern Rosy Mound Fairway Mist Villalonga S Canterbury Snowcrest Cove Ridge 
City,Ashley Green Ct Carmel Club Andover Ballantyne Trace Nine Iron Kirchenbaum Admiral Ponderosa Pine Parkland Iron Gate Saint Bernard Kennesaw Empire Woods Kavanaugh Johnston River Run Hive 
State,Massachusetts MO Alabama KY Missouri California New Jersey AZ New Jersey New York Illinois KS SC Massachusetts WV TX Idaho DE AZ 
State,NC NV Pennsylvania 
State,Guam AK Oklahoma ID ME VT Kansas GU 
Units,221 335 333 670 
City,Trailer Hogans Bluff Randall Legare Sandboar Becket Ridge England Confederate Blowing Rock Young Poplar Green Trail Silver Star Vestal Dundalk Arosa Cross Winds By-Way Grovewood Onyx 
State,Tennessee KS AZ Tennessee Vermont AL Arkansas Utah NE Ohio 
State,Ohio TN OR Rhode Island Indiana Iowa WY 
Address,8266 Carberry Road 7951 N McDowell Rd. 9138 Newfane Drive 7371 Sawleaf Way 2509 Roseland Boulevard 4319 Long Valley Boulevard 3165 Camp Greene blvd. 8666 Saddle Run Road 8037 Angelica St. 8903 Elfreda Road 4504 Toano Dr. 871 Redstone View Drive 7301 Scotland Ridge blvd. 3715 Eveningside Drive 3838 Salem Boulevard 2991 Carolina Avenue 5845 Blue Jay Avenue 7724 Kinley Commons rd. 4671 Burnt Leather Dr. 310 S Caldwell Way 6924 Olympic St. 9245 Folio Club St. 8233 Mordred blvd. 3805 Fallsdale Street 
State,IL Alabama ME NE Vermont Virginia Virginia MI WY OK NM KY North Dakota Florida AL 
State,Michigan SD ID Washington OR Mississippi MN CA PR Iowa South Dakota Maryland New Mexico 
Address,Street Location 1118 Morganford Ave. 
Address,5420 Loxton Boulevard 1612 Pauline St. 5195 Kennewick Rd. 3507 Frontenac Road 4043 Kathryn Blair St. 8135 Coronation Way 5973 Twin Lakes rd. 7542 Birnamwood Drive 6482 Ballentyne Street 1033 Red Bud St. 4726 Wynyates Road 4864 Auburn Rd. 8125 Haven blvd. 66 Waterflower rd. 7193 Lakeside Motel rd. 2110 Forsythia Avenue 
Units,983 744 207 170 876 257 1000 105 
Units,345 344 543 105 297 285 53 993 136 771 471 671 809 579 619 157 815 58 36 
State,ND Ohio Maine ND NJ California NE WV WI MA 
Units,Units 309 802 149 243 717 788 101 
Units,800 790 597 767 593 878 913 152 611 70 
Address,Property Address 5422 Sid Crane Street 3569 Broken Pine rd. 1932 Beagle Club Circle 5826 Huntwell Commons Ave. 5934 Jordan Rae blvd. 8475 Shagbark Way 7465 Cedar Grove Way 5997 Byrum St. 3210 Rocky Falls rd. 2849 Rockefeller Road 8470 Nations Crossing Avenue 1444 Prairie Glen rd. 2192 Lynnwood Way 7018 Dugan Ave. 2846 Glasgow Ave. 2702 Brass Bell blvd. 7577 Berkshire Drive 7778 Kenilworth Ave. 6438 Island Point Rd. 
Units,830 558 
Address,5700 Camelot Estates Circle 9476 Chelwood Ave. 7879 Castlestone Street 6505 Bondale blvd. 9186 Selwyn Drive 8627 Waco Boulevard 907 Winter Heath Boulevard 6182 Hyndman St. 1254 Parkton Boulevard 4747 Langham Road 8300 Gwynne blvd. 9277 Betterton St. 2802 Timber Ridge Circle 252 Potomac Circle 7569 Bc Dr. 
City,Town Reinbeck Portland Rose S Laurel Sutter Creek Catherines Mine Justins Forest E Independence Cressa Parkaire Outwell Cumnor Buckvalley Petrea Spreading Oak Irving Milton Morris Travis Floyd Academy Campus Wamac Russian River Brookchase Eaves Lady Bank 
State,Puerto Rico KY Indiana WV WA PA UT OH KY VI Minnesota Arkansas Wyoming ID Mississippi Utah New Hampshire GU North Carolina MT AR Texas Minnesota MO Guam 
Units,Number of Units 880 318 846 94 155 201 678 326 753 506 601 429 551 
City,Town Mintstone Threatt Woods Willhill Corinthian Dewolfe Statesville Forest Point Berry Creek Arrowhead Drive Cindy Woods Greenook Hancock Cleopatra Decatur Withrow Clover Gap Coble 
City,Browne Springdale Erwin Meadhaven Amelia Judas Tree S Point Rocklyn Blakeney Tilden King Hedingham Glenolden 
Units,92 598 18 35 776 258 111 903 888 836 801 451 277 931 988 42 607 799 583 564 630 267 845 373 
Address,8338 Pendennis Rd. 5181 Swanee Way 2045 Quail Acres Circle 926 Trail View Rd. 8802 Urban Circle 8034 Elm Boulevard 271 Timber Hollow rd. 7238 Waterlilly Drive 6685 J N Pease Street 4026 Paul Schadt Way 
State,SC Virgin Islands OK Nebraska OK Mississippi Vermont MD Tennessee AL PR Massachusetts WY UT 
City,Town Judal Ridgeforest Winsted Peninsula Song Sparrow Bronwin Blakeney Newell Baptist Church Bonroi Hatton Kenwood Homecoming Marsailles Victoria Mark B Edwards Parkway Normandy Corbett Square Liberty Bell Autumnbrook Lawton Bluff Peachcrest Courtside Woodshed Mountain Springs 
Address,Full Property Address 4325 Cranberry Nook Road 5295 Old Wayside Boulevard 7536 S Downs Dr. 2179 Gore St. 2266 Wythe House Circle 8415 Marshbank Street 972 Fairbourne St. 9532 Valley Stream Road 7892 Coyote Creek rd. 3609 Garnette Ave. 8955 Reagan Road 8712 Fowler Springs Way 746 Park Phillips Way 2914 McArthur Boulevard 
State,Pennsylvania NC MN WV WA South Carolina NY GA IA Delaware OK UT 
Units,304 644 379 
City,Corton Newell Hickory Grove Carthage Reedy Creek School Coreopsis W 4th 
State,IA IN Alaska NY Wisconsin UT Maryland Tennessee South Carolina Connecticut Maine Washington Rhode Island Iowa Oregon NE Missouri Alabama Missouri South Dakota MO MT 
Address,6827 High Point rd. 8880 Ocracoke blvd. 3792 Boysenberry Ave. 1988 Windemere Dr. 6764 Ellen Boulevard 8182 Langley St. 6382 Chestnut Ridge Drive 1678 Ridgeview Commons Way 7964 Ann Smith St. 9678 N Dotger Dr. 3742 Barrington St. 4623 Burkandt Circle 9446 Wind Chime Boulevard 591 Summertree Boulevard 8583 Erickson Ave. 241 Manford Drive 4754 Rogers Circle 7881 Greensboro Circle 6889 Wilson Ave. 2929 Taranasay Dr. 8079 Gibbons Link Way 5920 Willow Bridge blvd. 
City,Town Highland Oxford Hill Parview Drive Rosena Sharpthorne Fernstone Springbrook Coral Tenenci Kennerly Cove Beddingfield Warp Vail Buchannon Corner 
Units,699 552 472 303 206 
Units,Number of Units 393 665 547 857 896 263 269 562 
Address,Street Location 8082 Netherwood 9388 Stargard 1543 Paces Ferry 
State,OR Arizona Colorado Michigan GA NV Maine Massachusetts 
State,State South Dakota Maine DE California Tennessee Ohio 
City,City Alicia Chesham Twinfield W Bank Cromarty Blackmon Sheets Hiram Pleasant Kelly Woods Settlers Path Raven Wolfe Ridge White Dove Heathwood Whittersham Wilann King Owen Canso 
State,WV District of Columbia Oklahoma North Dakota KS Florida North Carolina AL Georgia AZ Montana IL Nebraska Missouri MI Virgin Islands FL MN Utah Georgia CT 
Units,914 409 506 278 426 510 44 102 381 747 69 617 172 295 195 190 53 84 185 316 
Units,996 115 651 868 236 550 789 437 576 220 143 635 240 139 804 678 18 58 
Address,Property Location 2093 Blackthorne Ave. 9723 Greybriar Forest Avenue 3840 Beltway Boulevard 6881 Landon Avenue 
City,Friar Rutherglen Delander Fairmeadows Orren Ness Merlot Trescott Scarsdale Grand Lake Waters Trail Silverfield Heathers Mist Sequoia Red Slater Harrow Hope Valley Cairnsmore Office Park Frye Catherines Mine Glen Laurel Cathedral Amity Garden Ladley 
Address,Street 9768 Downfield Wood Drive 8472 Quailrush Way 4010 Arista blvd. 6574 Greencrest Road 812 Red Rust blvd. 
City,Town Manbey Thomasson Place Tucker Headford Roseberry Coach Hill Woodway Hawkstand Dennington Grove Slater Lada Apple Way Irma Kindletree Quail Ridge Harpley Strider Mantario Hesperus Pierpoint Gwynne Hill Doe Run Spruce Peak Huntley 
Units,Unit Count 352 40 500 483 159 561 807 38 427 776 751 757 369 978 332 804 22 663 596 361 954 677 491 
Units,96 724 648 930 926 505 458 144 744 446 585 230 594 433 
Address,4301 Portstewart Rd. 2873 Enwood blvd. 5875 Lazy Willow Avenue 9661 Trentle Road 7019 Arsenal Road 9397 James Richard Dr. 3414 Windy Valley Road 9552 Bournewood Avenue 6490 Carlingford Boulevard 5402 Cedarvale Road 6751 Sams blvd. 6117 Henry David Boulevard 8023 Wilford Ave. 2939 Auburndale Way 9647 Tirano Drive 7425 Park blvd. 4196 Vineleaf Boulevard 4205 Rhinehill Rd. 3601 Sampson Drive 238 Faringford Dr. 2227 Barbee Ave. 1284 Tanacross Dr. 8063 Scarlet Crest Rd. 
Units,70 667 610 804 461 552 110 728 556 645 639 683 759 27 311 
Units,#units 130 
Units,85 491 605 908 190 791 789 863 137 27 615 554 472 735 504 926 918 737 736 696 13 880 
State,Ohio NM CT Washington OK 
City,Knell Delane Karen Graham McClure Hulston Lovvorn Remick Sparkling Brook Fircrest Vista Park Purple Thistle Oneida Silverwood Tall Meadow Tuckaseegee Valley Forge Song Sparrow Sellars Red Barn Ginkgo 
Units,38 817 936 131 296 562 473 229 339 744 507 533 13 717 
City,City Half Halt Snapfinger Joshua Ben Franklin Hayes Highcroft 
City,Lewhaven Little Moser Grove Country Oaks 
Units,#units 608 950 316 13 998 
Address,471 York Center Dr. 5687 Claysparrow Avenue 2183 Americana Road 2855 Stateline rd. 5890 Covey Chase Boulevard 9500 Reedy Creek School Rd. 9078 Hebron Commerce Road 2081 Shannonhouse Dr. 7546 Carolina rd. 1461 Midfield Road 857 Abingdon Way 1519 Richard Barry Street 9191 West Dr. 4743 Runswyck St. 9037 Glouchester blvd. 367 Grove Creek Street 2005 Clear Day Drive 8895 Runswyck Dr. 2781 Lake House Boulevard 6111 Sherrill Dr. 3913 Towhee blvd. 
Address,Street Location 2679 Greenook Road 4158 Rustic Ridge Drive 8503 E 19th Rd. 7767 Brookbury Street 7328 Steiner Way 4018 Stewart Creek Boulevard 9829 Loyalist Boulevard 2689 Solomon Boulevard 6621 Denning St. 7266 Armitage Ave. 4202 Rider Woods Ave. 9318 Kingstree Way 4280 Ansted Way Boulevard 3109 Long Pine Circle 1406 Kemp Mundy blvd. 4353 Point South Drive 7089 Chinemist Rd. 9894 Rose Taupe Boulevard 2094 Fanning Manor Avenue 1282 Yellow Tail Dr. 2597 White Elm Ave. 6406 Paxton Run Ave. 6378 Ramhorne Rd. 
Units,487 476 
Address,262 McClure St. 1081 Louise Circle 1953 Brookstone St. 3742 Sawleaf Circle 7229 Monferrato rd. 1117 Chieftain Rd. 4342 Mock Robin Avenue 1585 Rosapenny Street 9705 Heathwood blvd. 5284 Hickory Cove Road 6603 Freedom Ave. 
City,Grand Lake Berry Creek Glenmore Garden Long Needles 
Units,#units 565 636 561 660 38 116 288 507 272 826 509 904 98 270 690 966 
City,Ashmeade Misty Oaks Eaglewood Ryder Cedar Rose Batavia McClure Manor Houston Connor Wayt 
Address,Street 6278 Glen Summit Circle 5656 M Circle 5321 Christenbury Rd. 3641 Magnolia Woods blvd. 8260 Canoebrook Street 4072 Ivey Dr. 694 Goosefoot Street 9038 Misty rd. 6307 William Harry Avenue 8330 Lisa Drive 7956 Perry St. 6442 S Ridge Way 6813 Rock Canyon St. 3233 Swearngan Road 7921 Sparrowridge Dr. 4966 Faison Ave. 3161 Partia rd. 
State,Wyoming AZ Virginia North Dakota Washington Washington WI KS AR Rhode Island MD Arkansas IA New York MO NV South Carolina New Jersey CA Rhode Island NE Tennessee LA 
City,Farmbrook Prosperity Virkler Hummingbird Arborwood Burkston Yorktowne Long Valley Paces Oaks Lina Ardrey Yorkwood Legranger Summitt Tree Joel Turner Smithwood Towill Robinson Brunswick Springdale Windy Ridge Creekwood Quorum High Creek 
State,State KS Louisiana District of Columbia CZ WA AZ Maryland Oregon Virgin Islands Rhode Island Minnesota Texas MT IN PR ME Colorado Georgia Virginia Guam 
State,Montana IL Delaware Montana Washington Oregon NJ HI OR New York SC TN IL NY Tennessee AZ GA CA North Dakota OH New Hampshire Nevada MN California Arizona 
Address,3449 Osterley rd. 679 Black Fox Rd. 7076 Lancaster Park Avenue 9841 Happy Valley rd. 4473 Old Mount Holly Avenue 7085 Hanford Street 9806 Maribel Rd. 7420 Samuel Drive 1374 N Ridge Street 2938 Columbia Crest Boulevard 9925 Arbor Meadows rd. 
Address,7592 Jacobs Fork Street 
State,GU KS LA KS CZ Hawaii CA TN Illinois FL Arkansas Indiana MN AK California Michigan MT OH New York TN 
Units,726 831 420 
Address,Address 8772 Kenhill Road 2849 Coxe Drive 1961 Greenbriar Drive 8274 Passour Ridge rd. 5292 Blueberry Hollow blvd. 5461 Nestle Dr. 7640 Idlewood Circle 2836 Bennington Avenue 4688 Perdido blvd. 9891 Kohler Circle 6219 Hunters Glen Dr. 7669 Arrowgrass blvd. 732 Hertford St. 8371 Warburton Boulevard 297 Stoney Ridge Way 1576 Apple Pie Boulevard 9775 Edgehill Road rd. 1952 Stone Borough Street 5353 Idlewild Road Dr. 5985 Gordon Circle 8555 Rockmeadow blvd. 6823 Burnley Rd. 
State,South Dakota 
City,Red Water Baden Fern Glen Carmel Commons Old Farm Golden Dale Apple Glen Serendipity Flowe Piper Martindale Sunset S Turner Hyde Glen Shingle Oak Whisperfield Vera Cassio Baden Millingport 
City,Pneumafil Farrhill Inman English Ivy Terrybrook Shallow Well Forest Access Masters 
Address,Full Property Address 8590 Old Dowd Street 4656 Meadowind rd. 9263 Variety Street 5945 Lakeview Way 
State,OK Massachusetts Guam North Carolina WA AR Delaware AL New Mexico Indiana OK Guam MD Massachusetts California MD MI Tennessee MD IN UT 
City,Jimmy Oehler Stoney Run Carving Tree Will Hollow Camrose Blake Port Barcliff 
City,Stewart Spring Sullivan University Ridge Field Dove Stonehaven Senior Royal Aberdeen Northmore Sonora NE Swan Wedron Gray Rothchild Tyrone Leipzig Parlor Pineville Point Reames Garman Hill Parthenon Longbriar Urbana 
State,State FL NH MI Michigan WA Virgin Islands IL Vermont Oklahoma TN IN IA HI Nebraska Washington Missouri Iowa Washington MA AL NC New Hampshire Texas GA Massachusetts 
City,Boudins Boyce Orange Tree Thyme Sharon Pointe Creola Dressage General Langley Wrayhill Roseberry Lakeland Wismar Montcrest Missionary W Park Pinehurst 
Units,78 847 84 795 405 611 837 851 965 296 
Address,Property Street Address City State Zip 9635 Elizabeth Townes Street 2472 Braxfield Circle 7160 Chillingworth rd. 4945 Blowing Rock Way 9640 Falling Meadows Road 1218 Sable Cap Boulevard 1592 Emerald Meadow blvd. 7867 Kew Ave. 7098 Entwhistle Rd. 5961 Corktree blvd. 2443 Allness Glen Way 1604 Carteret Circle 1172 Chalk Hill Avenue 9331 Coddington Ridge Road 9418 Waymart Avenue 6012 Jupiter Way 6594 Eastover Hills Road 7276 Suffolk Boulevard 3378 W 6th Dr. 7511 Cougar Dr. 
Address,7460 N College 8523 Oaklawn 1734 Spring Terrace 2411 Renfrow 8676 Lawrence Orr 7374 Swallow Tail 
City,Town Honeysuckle Covington Breeders Cup Donnel Baden Southbridge Forest Trillium Legree Harlington Balgreen Peterlee Rockmoor Ridge Woodleaf Mullis Harburn Forest 
Address,8835 Simmons 3923 Jessica 9410 English Ivy 9477 McGinns Trace 1985 Pease 8037 Cringle 6180 Lynbridge 2813 Demington 7927 Elderslie 837 Bosham 3876 Oakdale Green 3626 Gulf 6274 Malta 
Address,Property Location 3121 Juniper Road 9988 Kirkgate rd. 5529 Friar Tuck Street 1461 Scone Palace St. 6645 Carmel Lakes Avenue 8131 Gresham blvd. 8231 Rozler Boulevard 9606 Red Oak Circle 2875 Cedarwood Street 8223 James Road 9398 Dornier Rd. 3192 John Russell Dr. 8345 Highland Park blvd. 694 Cahill Ave. 7876 Randolph St. 3073 Stewarts Crossing Avenue 6887 Jack Russell Circle 3289 Wesley Street 5694 John Penn St. 9660 Venice Drive 
Units,612 578 963 137 710 742 
Units,Unit Count 593 641 416 243 591 417 425 474 402 135 915 99 
State,Alaska SC 
Address,4 Judson Dr. 6740 Cougar Road 13 Prescott Drive 
Units,540 588 994 176 265 53 802 992 209 545 871 519 986 946 567 719 695 124 516 79 616 325 
Units,Units 210 483 438 92 678 452 275 578 329 
Address,1968 Olympic Club Road 163 Halstead Circle 9081 Fairview Drive 9281 Greenway View Road 4884 Lochlain Street 3857 Silver Spur Way 4308 Hill Point Way 9982 W Park blvd. 2930 Langley Mill St. 
Units,650 854 206 693 42 639 198 549 653 633 191 355 612 11 282 185 882 652 825 749 
City,City E 4th Downing Creek Horace Millwright Whilden Thomashire Woodspring Timber Springs Ivy Falls W Trade Grier Farm Turning Hawk Spring Hickory Houston Branch Black Sycamore 
City,Town Amber Mist Wingfield Highland Park Satterwythe Kelly Luckwood Hurstbourne Green Chesterbrook Williams Glenn Hampton View Featherbrook Coral Ridge Carol 
Address,1236 Moores Chapel Drive 1855 Huntlynn Street 9101 Donald Ross Drive 2101 Rising Oak Boulevard 9313 Rosehill Circle 4677 Tilden Way 1751 Hidden Forest Dr. 940 Center Avenue 7100 Weststone Drive 845 Callander Dr. 6959 Mary Ann Road 1810 Middlebridge Circle 7015 Harlee Street 9721 Lakeridge Commons St. 4088 Okeefe Avenue 5527 Scotch Moss Way 78 Bernbrooke Way 419 Governors Hill Dr. 7397 Georgian Hall Circle 6057 Greyson Heights Rd. 5578 Casa Loma Rd. 9380 Blue Cedar Avenue 6972 Airport rd. 
Address,8942 Bramble Ridge 5387 Broadmoor 3798 Cedarknoll 
State,California WI New Hampshire AL Virginia Montana KS MD 
City,Turning Hawk Breezy Trail Lanigan Pensford English Setter Kaladar Morrocroft Farms Loma Leesburg Bear Mountain Fieldcrest Mini Mac Glenbrier Jeff Adams Cook Patton Drifter Hazlitt 
Address,3548 Wyndham Hill 2276 Pepperhill 9869 N Myers 1344 Idlewood 9114 Magnasco 8349 Wallace Ridge 590 Coyle 2178  235 Begonia 2110 Idlewild 4305 Autumn Harvest 1098 Turquoise 
Address,6731 Regalview 7590 Caldwell Forest 5751 Huntingreen 6365 Cowboy 8863 Smithton 9538 Street 3001 Bellerive 9448 Allaway 7890 Craigmore 9666 Rockmeadow 6882 Gail 2246 N College 230 Ashleigh Oaks 
Address,Street 8891 Mayhew Country Boulevard 9372 Rosemary Way 5363 Coddington Ridge Avenue 3765 Iverson Ave. 5712 Greencrest blvd. 2091 Heathers Mist Street 2679 Brook Forest Avenue 2673 Old Ash Road 6432 Netherton Avenue 6256 Mock Orange Boulevard 3745 Rushmore Street 9115 Vescova Drive 3893 Batten Road 8202 Ponders End Street 9755 Portland Rose Drive 2076 Clover Gap Way 
State,Louisiana WA IN AK LA NV North Dakota ID Wyoming SD Vermont NE Florida WY Vermont Georgia IL MS MO Arizona Hawaii MI 
Units,506 791 83 840 812 
State,CO Puerto Rico MO CT Florida Nebraska 
Address,Property Address 3202 Montecastillo St. 9289 Parkridge Boulevard 7607 Quail Park rd. 3106 Bristle Toe Drive 8654 Aventide Street 1902 Halstead Boulevard 1871 Hurston Ave. 2109 Stone Canyon rd. 8495 Fairview rd. 1706 Pacific Echo Dr. 9429 Hidden Glen Circle 3370 Learning Circle 586 Seneca blvd. 6470 Perennial Terrace Avenue 2114 Wales Avenue 7522 Dalbeth Circle 7438 N Falls Ave. 7136 Libeth Way 490 Lassen Bay blvd. 459 Pernell Rd. 5061 Ellen St. 5308 Avalon Loop Avenue 524 Brookford Ave. 
City,Kinglet McWhirter Woodbrook Plantation Woods Billings Park Buttonwood US Highway Stanwyck Pebble Heathwood S Downs Standing Stone Camden Town Drive Darcy Hopkins Accent Mary Alexander Akram Comiskey Severn Hollystone Tenille 
Address,Address 9913 Kenneth Glenn Way 841 Bradstreet Commons Way 550 Belgrave Drive 4554 Brassy Creek Boulevard 446 Melynda Boulevard 7595 Old Surry Street 1430 E 4th Dr. 8826 Cannon Drive 3080 Hazelcroft Street 2963 Mary Juan Dr. 9634 Plantation Falls rd. 9363 Kerry Glen St. 6397 Blue Junction Boulevard 5204 Drakeview St. 7361 Honor Guard blvd. 4784 Hutchinson Drive 3175 McKee Forest Avenue 92 Rush Circle 
City,Ryan Jay Hathshire Rhygate Marvin Fishers Pond University Executive Park Radley Glenmoor Runaway Bay Wheat Meadow Rusty Fox Run Arborview US Highway June Furr Darsey Olde English 
State,North Dakota TX Puerto Rico 
Address,6631 Leland blvd. 5006 Hillstone Dr. 6745 Hoyt St. 1538 Stone Borough Ave. 4034 Newton Dr. 4534 Timberly Rd. 7922 Huckleberry rd. 6795 Wildwood Drive 5517 Elk Creek Way 8245 Greene St. 5987 Season Grove rd. 3240 S Hall Street 8099 Edgegreen Street 9955 N Sharon Amity Dr. 5350 Grier blvd. 1163 Guest House Rd. 2503 Trillium Ave. 3410 Town and Country Street 6124 Summer Ave. 9031 Munday rd. 1392 Vail Rd. 6629 Dixter St. 2872 Season Grove Dr. 4104 Tanyard Dr. 7710 Carter Creek Boulevard 
State,Maine DE North Dakota CO Missouri IA AK ME WI WY ME Arizona OH South Carolina MN AZ Kansas Kansas Ohio 
City,Town McRorie 
Address,676 Creektree 4953 Brentford 7657 Hollyhouse 820 Drayton Hall 6370 Townes 5348 Shocco 6193 Zelkova 1777 Majestic Oak 2345 E 28th 2194 Avery 5653 Bonlyn 1058 Glenlockhart 943 Stonefield 8914 Fieldvale 2923 Wood Warbler 6403 Balenie Trace 2723 Heath Ridge 4028 Suburban 4473 Kelsey Woods 5022 Gaynor 6999 Kendalton Meadow 1471 Selkirk 1268 Campbell 8700 Jones Crossing 4069 Brooksvale 
State,Washington Kentucky Oklahoma GA PR Louisiana Missouri Tennessee Connecticut Maine TX Minnesota New Jersey TX NJ MS IL Hawaii CZ 
Units,89 942 421 563 140 591 669 194 690 126 194 586 250 747 994 712 424 962 841 663 187 305 74 430 254 
Address,Address 4860 Kingsnorth 5130 Andrews Links 3074 Dayberry 1072 Flat Iron 4010 Brangus 7516 Festiva 2295 Sledge 9394 Worthley 5548 Nance 4227 Revolution 5700 Hazelton 4403 Herrin 5251 Tartan 7825 Linden Forest 
State,UT New Mexico Florida Nebraska AL Virginia Nebraska LA Virginia CZ NJ MA FL LA AZ Iowa WI WA 
Address,6937 Arlington Hills Drive 2190 Wedgewood blvd. 8035 Wild Holly rd. 2978 Spreading Oak Circle 7804 Middle Stream Circle 4384 Suninghurst Ave. 3163 Ravencroft Ave. 4593 Merry Oaks School Circle 3590 Longfellow blvd. 736 Reese Furr rd. 5464 Olde White blvd. 4536 Derry Hill blvd. 7638 Haines Street 905 Sunset Falls Ave. 4910 Ballinard Circle 1940 Livengood Road 931 Oakwielde Dr. 106 Blowing Rock Boulevard 5182 Greenlawn Hills Rd. 5644 Osprey Knoll St. 6440 Magnesco Rd. 9476 Caldwell Ridge Rd. 5405 Bradgate Boulevard 
Address,Address 498 Rugosa Boulevard 2072 Cortland Road Boulevard 8908 Reeves St. 2933 Sutter Creek blvd. 6072 Joliette Avenue 7599 S Cedar Avenue 5546 Tallwood St. 8711 Wiltshire Ridge St. 4220 Thermal Circle 5199 Broadwick Way 4302 Feldbank Road 462 Calgary Drive 9073 Mullis Forest Ave. 2983 Applevalley Ave. 6126 Sunrise View St. 5915 Morgan Downs St. 4245 Newington Rd. 6570 Woodmont Way 
City,Town Waterford Knoll S Rensselaer Jenna Marie Carlanda 
Address,Full Property Address 3971 Banbury Rd. 3851 Caliterra rd. 7607 McKelvey Road 
Address,9240 Shaherila 5428 Carolyn 6729 Field Dove 2781 Wickersham 9519 Devon Croft 4525 Leharne 1673 Tribune 3321 Firelight 2013 Frew 7647 Mitzi Deborah 9065 Mebane 5310 Eden Hall 4402 Kingsgate 665 Ancient Oak 4559 Scout 8813 Eleanor 5730 Idlebrook 5495 Bridgewater 2838 McKenzie Creek 
Units,185 655 890 371 756 335 475 381 64 692 764 414 278 471 574 291 880 43 455 41 881 729 210 194 
Units,601 573 574 276 208 146 904 664 315 499 617 393 148 737 353 605 60 
State,State Colorado WV MO WI Kentucky NC HI Oregon 
Address,Property Street Address City State Zip 324 E 15th Circle 6353 Belfast Rd. 4274 Sugar Loaf Road 7390 Emmons Way 3352 Westfield Road 317 Bickleigh rd. 7122 Marcel Boulevard 1407 Broadfield blvd. 383 Williamsgate St. 5151 Brook Crossing Ave. 2916 E 5th Street 8336 Tuxedo rd. 5086 Stone Post St. 4181 Paulston Way 663 Simpson Street 1121 Tangley Road 5285 N Sharon Amity Rd. 
Units,133 58 690 480 673 589 938 810 756 
City,Ridge Oak Smoothstone Trenton Nealwood Hungerford Timbertop Denmark Oak Hollow Oaklawn Wilson Woods Roswell Grier Farm Moss Cove Coffey Creek Bexley Cayenne Bentridge Rolling Ambassador 
Address,9844 Oleander Drive 3697 Birmingham Dr. 553 Ricewell Road 5449 Brigadier Circle 3571 Lebanon Ave. 955 Keegan Street 5273 Tower blvd. 1118 Langford blvd. 5636 Weavers Glenn Boulevard 7770 Olde Ivy Drive 7310 Termini Road 7473 Meadow Vista rd. 5989 E Worthington rd. 2576 Rockaway Circle 7790 Geoffrey St. 8499 Beal Dr. 5075 Olmsted Drive 6420 Baltimore blvd. 1450 Scottridge rd. 7025 Roxborough Dr. 6709 Churchill Park Rd. 3807 Parlor Road 9899 Rea Forest Boulevard 
State,GU VT OR Wisconsin CZ MT 
Address,3111 Moulton 1329 Emerald Cove 6816 Corriente 6347 Mount Holly-Huntersville 8135 Rising Sun 3963 Bremerton 7185 Turtle Creek 250 Beechgrove 2291 Vlosi 5632 Coxe 6229 Grafton 9926 Springmist 1331 Cates 9627 Whistlers Chase 
City,Town Hedder N Smith Morrison Kirkley Falconhurst Filbert Guice Crossing Beverly Crest Pochard Penn Old Cedar Savannah View Penny Casa Lynda Larchmont Copper Ridge Hammersmith Providence Crest 
Address,3646 Catfish 6826 Queens Road 9893 Forest Run 2189 Cole Mill 8605 Bramwyck 9591 Prescott Pond 7078 Doctor Carver 3289 Jena 8922 Coddington 9180 Millwood 8812 Providence Colony 878 Galena 7068 Feldbank 9721 Glynmoor Lakes 9461 Featherbrook 4262 Green Turtle 5891 Prett 7580 US Highway 8288 Sonoma 
City,Bee Tree Dorchester Green Mountain Fig Stone Trail College View Riverside Eastburn 
Units,820 247 322 
Units,516 984 213 755 843 226 549 3 350 55 451 900 697 766 708 453 51 161 660 636 189 635 
Address,5233 Andrews Links Street 9967 Kenneth Avenue 2853 Nyewood Street 3617 Silver Garden St. 
City,Birmingham Taggert Trail 
State,State Mississippi Minnesota AL Kansas Utah NJ Montana New Jersey Texas Missouri FL Arizona TN Vermont Wyoming Washington 
Units,491 642 15 808 275 470 576 654 162 565 
Units,553 561 156 728 455 544 937 974 452 
City,Town Richmond Sutton Springs Barnview University Ridge Santa Cruz Asbury Brandy Ridge Coddington Progress Scottsbrook S Summit Tahoe Tryclan White Stag Cairnsmore Edenton Hadstone Chavel Grantwood 
Address,4643 Red Maple 8027 Hoskins Ridge 4661 Saddlebury 4740 New Sheldon 4116 Eveningwood 1093 Vernedale 7997 Mystic 4581 Scuppernong 8051 Black Bear 4187 Hiddenbrook 
City,Cary Ridge Dow Yellow Tail Medinah Kenderly 
State,State MI Texas Nebraska LA Alaska HI Colorado PA VT AZ 
Units,480 907 570 4 
State,Indiana NH NY KY Michigan New Mexico New York AK NE Missouri Rhode Island NV Minnesota VI 
State,State North Dakota RI 
City,Swiss Tucker Beverwyck Pence Grove Shining Oak Heron Glen Devongate Pineburr Burmith Dragonfly Green Grass Tribune Susanna Way Winery Silverthorn Early Bird Highbanks Triece Yeoman Shaver Hoover Three Lakes 
Address,3197 Peachcrest Rd. 8497 Cartwright St. 
Units,674 476 681 238 954 271 973 376 916 442 859 338 555 
Units,Units 676 482 698 612 768 147 983 289 523 306 740 642 
